LSOA,Disabled_Percentage
E01004778,19.2
E01004779,18.5
E01004780,14.3
E01004781,13.8
E01004782,18.8
E01004783,19.2
E01004784,18.1
E01004785,21.5
E01004786,18.5
E01004787,25.1
E01004788,18.8
E01004789,16.5
E01004790,18.7
E01004791,16.7
E01004792,15.9
E01004793,25.5
E01004794,22.5
E01004795,26.7
E01004796,18.6
E01004797,20.2
E01004798,21.5
E01004799,21.3
E01004800,17.7
E01004801,25.4
E01004802,22.8
E01004803,13.1
E01004804,13.8
E01004805,15.8
E01004806,18.7
E01004807,11
E01004808,11.8
E01004809,20.4
E01004810,13.4
E01004811,17.7
E01004812,13.3
E01004813,16.4
E01004814,16.1
E01004815,13.5
E01004816,11.3
E01004817,17.3
E01004818,21.3
E01004819,20.8
E01004820,17.6
E01004822,17.7
E01004823,25.4
E01004824,14.2
E01004825,14.8
E01004826,14.1
E01004827,15.9
E01004828,14.9
E01004829,14.1
E01004830,20
E01004831,13.6
E01004832,15.9
E01004833,16.6
E01004834,13.2
E01004835,15.3
E01004836,17.5
E01004837,13.5
E01004838,19.3
E01004839,21
E01004840,17.8
E01004841,23.9
E01004842,15.6
E01004843,13.7
E01004844,11.4
E01004845,14.6
E01004846,14.2
E01004847,16.3
E01004848,25.6
E01004849,12.4
E01004850,13.3
E01004851,19
E01004852,12.6
E01004853,16.6
E01004854,15.3
E01004855,18.5
E01004856,21.2
E01004857,16.4
E01004858,24.6
E01004859,28.3
E01004860,20.3
E01004861,19.2
E01004862,24.2
E01004863,25.3
E01004864,17.5
E01004865,20.4
E01004866,21.1
E01004867,15.8
E01004868,12.9
E01004869,16.6
E01004870,20.5
E01004871,11.6
E01004872,18.2
E01004873,16.4
E01004874,18.7
E01004875,18.3
E01004876,23
E01004877,17.3
E01004878,12.8
E01004879,15.1
E01004880,13.4
E01004881,32.5
E01004882,19.8
E01004883,14.1
E01004884,15.4
E01004885,13.4
E01004886,26.5
E01004887,25.3
E01004888,19.7
E01004889,21.8
E01004890,21
E01004891,18.2
E01004892,17.1
E01004893,15.5
E01004894,17.5
E01004895,24.9
E01004896,20.6
E01004897,15.5
E01004899,17.3
E01004900,14.1
E01004901,14.5
E01004902,20.8
E01004903,12.1
E01004904,15.6
E01004905,19.4
E01004906,25.2
E01004907,22.8
E01004908,20.7
E01004909,23.7
E01004910,14.4
E01004911,23.8
E01004912,21.7
E01004913,18
E01004914,21.6
E01004915,19.2
E01004916,25.6
E01004917,18.6
E01004918,16.7
E01004919,15.6
E01004920,19.9
E01004921,16.8
E01004922,16
E01004923,15
E01004924,13
E01004925,15.9
E01004926,21.3
E01004927,22.2
E01004928,20.8
E01004929,17
E01004930,17.5
E01004931,24.5
E01004932,22.3
E01004933,16.6
E01004934,16.7
E01004935,14.7
E01004936,19.9
E01004937,13.5
E01004938,24.3
E01004939,20.8
E01004940,20.1
E01004941,18.9
E01004942,21.2
E01004943,16.1
E01004944,14.5
E01004945,19.5
E01004946,27.9
E01004947,22
E01004948,23.5
E01004949,13.3
E01004950,14.4
E01004951,19.7
E01004952,18.4
E01004953,17
E01004954,19.7
E01004955,21
E01004956,23.9
E01004957,22.2
E01004958,22.6
E01004959,19.5
E01004960,24.2
E01004961,19.6
E01004962,14.6
E01004963,18.7
E01004964,19.2
E01004965,16.5
E01004966,20.8
E01004967,14.2
E01004968,15.7
E01004969,23.3
E01004970,16.4
E01004971,16.2
E01004972,22.1
E01004973,15.1
E01004974,14.2
E01004975,19.3
E01004976,23.1
E01004977,26.2
E01004978,19.2
E01004979,20.3
E01004980,17.3
E01004981,22.3
E01004982,18.8
E01004983,15.3
E01004984,15.9
E01004985,14.4
E01004986,20.2
E01004987,31.6
E01004988,20.3
E01004989,16
E01004990,20.2
E01004991,18.1
E01004992,18.8
E01004993,17.2
E01004994,18.4
E01004995,18
E01004996,28
E01004997,24.6
E01004998,20.5
E01004999,18.9
E01005000,16.7
E01005001,13.6
E01005002,18.9
E01005003,23.2
E01005004,33.4
E01005005,15.1
E01005006,17.9
E01005007,23.3
E01005008,23.5
E01005009,22.4
E01005010,15.4
E01005011,14
E01005012,19.8
E01005013,17
E01005014,17.6
E01005015,22.4
E01005016,16.5
E01005017,14.2
E01005018,16
E01005019,15.8
E01005020,12.2
E01005021,10.7
E01005022,13.7
E01005023,21.7
E01005024,15.7
E01005025,18.3
E01005026,11.6
E01005027,17.5
E01005028,20.9
E01005029,16.3
E01005030,22.6
E01005031,20.3
E01005032,30.3
E01005033,13.6
E01005034,19.8
E01005035,16.6
E01005036,23.1
E01005037,16.5
E01005038,14.7
E01005039,25.8
E01005040,17.5
E01005041,13.9
E01005042,12.7
E01005043,8.9
E01005044,12.3
E01005045,18.7
E01005046,15.9
E01005047,21.2
E01005048,12.6
E01005049,17
E01005050,14.6
E01005051,22
E01005052,16.3
E01005053,19.6
E01005054,18.3
E01005055,17
E01005056,19.6
E01005057,13.9
E01005058,14.6
E01005059,16.6
E01005060,14.8
E01005061,20.3
E01005063,17.5
E01005065,16.8
E01005066,17.3
E01005067,15.8
E01005068,22.2
E01005069,17.4
E01005070,24.2
E01005071,22.2
E01005072,20.8
E01005073,17.4
E01005074,24.1
E01005075,27.2
E01005076,13.8
E01005077,21.4
E01005078,16
E01005079,17.4
E01005081,22.7
E01005082,21.2
E01005083,10.5
E01005084,18
E01005085,22.8
E01005086,23.2
E01005087,23.6
E01005088,24.3
E01005089,21.9
E01005090,25.9
E01005091,19.1
E01005092,20.1
E01005093,22.5
E01005094,18.9
E01005097,20.4
E01005098,24.4
E01005099,21.2
E01005100,21.8
E01005101,22.5
E01005102,18.5
E01005103,24.2
E01005104,17.8
E01005105,13.6
E01005106,18.2
E01005107,20.4
E01005111,21.6
E01005112,21.7
E01005113,29
E01005114,18.3
E01005115,19.3
E01005116,19.8
E01005117,18.2
E01005118,15.6
E01005119,22.6
E01005120,18.5
E01005121,23.3
E01005122,19.3
E01005123,20.8
E01005124,20.5
E01005125,18.9
E01005126,15.3
E01005128,9
E01005129,18.5
E01005130,22.9
E01005132,19.4
E01005135,21.2
E01005136,23.3
E01005138,18.4
E01005139,16.8
E01005141,25.7
E01005142,17.7
E01005143,13.5
E01005145,13.3
E01005147,15.2
E01005149,12.1
E01005150,17.4
E01005151,19.5
E01005152,12.2
E01005153,15.8
E01005154,15.1
E01005155,12.8
E01005156,14
E01005157,12.5
E01005158,19.5
E01005159,15.9
E01005160,14.6
E01005161,16.1
E01005162,18.2
E01005163,16.9
E01005164,18.3
E01005165,17.5
E01005166,17.1
E01005167,14
E01005168,12.4
E01005169,12.5
E01005170,14.2
E01005171,15.3
E01005172,17.4
E01005173,12.7
E01005174,12.9
E01005175,15.5
E01005176,13.1
E01005177,14.5
E01005178,17.5
E01005179,16.4
E01005180,22.3
E01005181,18.7
E01005182,18.3
E01005183,23.6
E01005184,15.2
E01005185,14
E01005186,20
E01005187,15.9
E01005188,18
E01005189,27.5
E01005190,16.9
E01005191,18.1
E01005192,17.8
E01005193,20.9
E01005195,17.7
E01005197,20.8
E01005198,19.9
E01005199,14.3
E01005200,17.6
E01005201,13.5
E01005202,20.7
E01005203,22.6
E01005205,20.8
E01005206,17.7
E01005207,14.4
E01005208,15
E01005210,15.3
E01005212,16.7
E01005213,19.8
E01005214,12.9
E01005215,15.8
E01005216,15.2
E01005217,15.7
E01005218,20.8
E01005219,17.5
E01005220,13.9
E01005221,14.4
E01005222,19.5
E01005223,16.7
E01005224,13.8
E01005225,22.8
E01005226,13.5
E01005227,17.7
E01005228,18
E01005229,18.3
E01005230,17.1
E01005231,15.7
E01005232,17
E01005233,12.5
E01005234,12.6
E01005235,18.6
E01005236,13.9
E01005237,15.8
E01005238,13.3
E01005239,21.3
E01005243,15.9
E01005244,14.9
E01005245,16
E01005246,12.2
E01005247,20.5
E01005248,20.1
E01005249,19.8
E01005250,18.6
E01005251,18
E01005252,24.5
E01005253,22.1
E01005254,18.3
E01005255,25
E01005256,19.7
E01005257,22.1
E01005258,25.8
E01005259,22.6
E01005260,22.2
E01005261,22.7
E01005262,19.5
E01005263,23.5
E01005264,25.5
E01005265,22.7
E01005266,22.3
E01005267,20.4
E01005268,17.3
E01005269,17.8
E01005270,20.6
E01005271,16.5
E01005272,25.1
E01005273,17.9
E01005274,20.7
E01005275,13
E01005276,18.3
E01005277,11
E01005278,15.1
E01005279,17.6
E01005280,15.8
E01005281,17.3
E01005284,14.2
E01005285,17.1
E01005286,15.4
E01005287,19.4
E01005288,15.6
E01005289,28.5
E01005290,24.2
E01005291,24.3
E01005292,23.4
E01005293,19.4
E01005294,19.7
E01005295,18.7
E01005296,16
E01005297,19.4
E01005298,13.8
E01005299,14.8
E01005300,15.6
E01005301,14.2
E01005302,19.1
E01005304,17
E01005305,13.8
E01005306,15.6
E01005307,16.4
E01005308,17.7
E01005309,17.9
E01005310,17.3
E01005311,14.7
E01005312,17.1
E01005313,21.6
E01005314,22.3
E01005315,25.8
E01005316,19
E01005317,23.1
E01005318,23.7
E01005319,21.9
E01005320,12.9
E01005321,16.9
E01005322,22.2
E01005323,26.6
E01005324,23.1
E01005325,22
E01005326,18.8
E01005327,22.2
E01005328,24.5
E01005329,15.4
E01005330,15.7
E01005331,16.2
E01005332,21
E01005333,15.2
E01005334,11.2
E01005335,14.6
E01005336,15.8
E01005337,12.2
E01005338,23.2
E01005339,15.8
E01005340,21.3
E01005341,18.1
E01005342,23.3
E01005343,20.4
E01005344,19.1
E01005345,17.9
E01005346,21.9
E01005347,16.3
E01005348,17.8
E01005349,11.7
E01005350,24
E01005351,13.8
E01005352,17.3
E01005353,15.9
E01005354,14.5
E01005355,18.3
E01005356,16.1
E01005357,17.7
E01005358,21.7
E01005359,21.2
E01005360,24.3
E01005361,19.9
E01005362,17.7
E01005363,20.5
E01005364,17
E01005365,17.1
E01005366,29.5
E01005367,14.5
E01005368,22
E01005369,19.7
E01005370,26.4
E01005371,18.6
E01005372,16.6
E01005373,17.1
E01005374,21.2
E01005375,16.8
E01005376,22
E01005377,21.5
E01005378,20.8
E01005379,22
E01005380,22.2
E01005381,20.6
E01005382,25.7
E01005383,16.6
E01005386,22.9
E01005387,16
E01005388,20.3
E01005389,23.5
E01005390,16.3
E01005391,16.9
E01005392,26.4
E01005393,19.7
E01005394,17.2
E01005395,17.7
E01005396,18.6
E01005397,20.4
E01005398,18.1
E01005399,20.4
E01005400,28.4
E01005401,17.9
E01005402,15.9
E01005403,14.1
E01005406,14.7
E01005407,14
E01005408,14.9
E01005409,12.7
E01005410,13.4
E01005411,21.3
E01005412,14.8
E01005413,14.9
E01005414,13.7
E01005415,22.5
E01005416,14.1
E01005417,16.7
E01005418,16
E01005419,18.8
E01005420,23
E01005421,23.7
E01005422,18.9
E01005427,15.5
E01005428,10.6
E01005429,15
E01005430,12.1
E01005431,18
E01005432,21.8
E01005433,17.1
E01005434,17.7
E01005435,14.1
E01005436,13
E01005437,13.3
E01005438,14.5
E01005439,18.3
E01005440,21
E01005441,26.5
E01005442,17.9
E01005443,15
E01005444,22.1
E01005445,20.6
E01005446,18.2
E01005447,31.2
E01005448,23.6
E01005449,25.6
E01005450,14.5
E01005451,14.7
E01005452,16.7
E01005453,13.9
E01005454,18.1
E01005455,15.2
E01005456,24.2
E01005459,18.1
E01005460,13.6
E01005461,13.8
E01005462,15.3
E01005463,12.3
E01005464,20.5
E01005465,18.3
E01005466,23.6
E01005467,20.8
E01005468,11.2
E01005469,16.8
E01005470,15.6
E01005471,16.4
E01005472,19.6
E01005473,16.7
E01005474,21.6
E01005475,17.9
E01005476,19.5
E01005477,21.6
E01005478,20
E01005479,20
E01005480,21.2
E01005481,24.1
E01005482,28
E01005483,21.2
E01005484,18.5
E01005485,19.5
E01005486,14.5
E01005487,15.2
E01005488,10.4
E01005489,17.8
E01005490,24.3
E01005491,19.2
E01005492,17.4
E01005493,15.2
E01005494,17.7
E01005495,21.8
E01005496,20.7
E01005497,18.7
E01005498,18.6
E01005499,16.4
E01005500,21.9
E01005501,28
E01005502,22.7
E01005503,13.7
E01005504,21
E01005505,18
E01005506,23
E01005507,14.1
E01005508,13.6
E01005509,26.9
E01005510,16
E01005511,24
E01005512,20
E01005513,22.4
E01005514,19.8
E01005515,26
E01005516,16.6
E01005517,20.5
E01005518,21
E01005519,15.1
E01005520,19
E01005521,18
E01005522,23.8
E01005523,19.5
E01005524,17.8
E01005525,22.6
E01005526,17.8
E01005527,20.5
E01005528,21.6
E01005529,24.5
E01005530,17
E01005531,18.3
E01005532,20.2
E01005533,20.7
E01005534,18.8
E01005535,20.2
E01005536,19.8
E01005537,18.9
E01005538,20
E01005539,24.9
E01005540,18.2
E01005541,19.6
E01005542,23.4
E01005543,21.4
E01005544,13.8
E01005545,15.6
E01005546,20.8
E01005547,17.7
E01005548,23.9
E01005549,15.1
E01005550,18.2
E01005551,22.6
E01005552,23.9
E01005553,23.2
E01005554,13.4
E01005555,15
E01005556,20.2
E01005557,18.7
E01005558,20.1
E01005559,25.1
E01005560,22.6
E01005561,19.7
E01005562,22.6
E01005563,15.7
E01005564,14.7
E01005565,20.9
E01005566,17.3
E01005567,17.4
E01005568,21.4
E01005569,20
E01005570,18.6
E01005571,14.4
E01005572,15.4
E01005573,13.9
E01005574,14.6
E01005575,18
E01005576,15.1
E01005577,16.2
E01005578,21.3
E01005579,18.4
E01005580,15.7
E01005581,16.1
E01005583,18.4
E01005585,14.3
E01005586,21.7
E01005587,11.5
E01005588,28.2
E01005589,17.7
E01005590,17.6
E01005591,18.2
E01005592,20.6
E01005593,17
E01005594,18.3
E01005595,30.7
E01005596,15.6
E01005597,14.9
E01005598,17.2
E01005599,20.6
E01005600,17.3
E01005601,23.9
E01005602,24.6
E01005603,16.7
E01005604,21.2
E01005605,18.2
E01005610,18.7
E01005611,18.2
E01005612,19.8
E01005613,16.7
E01005614,8.7
E01005615,15.5
E01005616,21.8
E01005617,18.5
E01005618,18.5
E01005619,21.4
E01005620,13.3
E01005621,23.8
E01005622,18.7
E01005623,15.3
E01005624,19.2
E01005625,15.4
E01005626,15.9
E01005627,16.8
E01005628,21.3
E01005629,18
E01005630,17.6
E01005631,32
E01005632,17.3
E01005633,22.8
E01005634,14.1
E01005635,19.6
E01005636,17.3
E01005637,17.8
E01005638,24.5
E01005639,26.4
E01005640,24.1
E01005641,25.9
E01005642,15.2
E01005643,21.3
E01005644,13.5
E01005645,19.2
E01005646,10.3
E01005647,17.8
E01005648,13.9
E01005649,12.8
E01005650,13.8
E01005651,10
E01005652,20
E01005653,19.1
E01005654,15.1
E01005656,17.3
E01005657,21.3
E01005659,25.2
E01005660,26.3
E01005661,22.1
E01005662,26.1
E01005663,19.1
E01005664,22.1
E01005665,26.9
E01005667,20.4
E01005670,22.6
E01005671,21.5
E01005672,18.2
E01005673,17
E01005674,25
E01005676,19.6
E01005677,19.1
E01005678,22
E01005679,20.8
E01005680,28.7
E01005681,23.4
E01005682,28.9
E01005683,22.5
E01005686,20.2
E01005687,17.5
E01005688,18.9
E01005689,19.3
E01005690,20.3
E01005691,20.1
E01005692,27.8
E01005693,16.9
E01005694,15.8
E01005695,12.6
E01005696,16.8
E01005697,14
E01005698,25.5
E01005699,16.4
E01005700,20.4
E01005701,20.3
E01005702,18.3
E01005703,26.2
E01005704,22.9
E01005706,26.2
E01005707,24.3
E01005708,24.8
E01005709,27.3
E01005710,16.9
E01005711,18.7
E01005712,17.3
E01005713,15.3
E01005714,19.1
E01005715,16.6
E01005716,13.4
E01005717,8.8
E01005718,21
E01005719,21.8
E01005721,26.1
E01005722,21.8
E01005723,20.7
E01005724,17.5
E01005725,23.5
E01005726,18.9
E01005727,17.4
E01005728,14.4
E01005729,27.2
E01005730,17.9
E01005731,22.9
E01005732,25.3
E01005733,20
E01005734,21.8
E01005735,14.7
E01005736,15.6
E01005737,13.7
E01005738,13.1
E01005739,11
E01005740,14.9
E01005741,11
E01005742,14.5
E01005743,17.3
E01005744,27.1
E01005745,17
E01005746,32.7
E01005747,15.4
E01005748,15.8
E01005749,18.1
E01005750,15.4
E01005751,17.2
E01005752,22.5
E01005753,28.7
E01005754,34
E01005755,24.4
E01005756,25.8
E01005757,19.6
E01005759,17
E01005760,17.8
E01005761,20.8
E01005762,24.2
E01005763,24.6
E01005764,19.7
E01005765,16.1
E01005766,23.1
E01005767,17.1
E01005768,13.5
E01005769,18.9
E01005770,17.3
E01005771,15.8
E01005772,16.1
E01005773,17.1
E01005774,26.5
E01005775,14.8
E01005776,13
E01005777,20.6
E01005778,17.5
E01005779,17.1
E01005780,15.5
E01005781,27.6
E01005782,17
E01005783,18.4
E01005784,13.9
E01005785,13.2
E01005786,13.4
E01005787,10.1
E01005788,12.8
E01005789,15.7
E01005790,18.9
E01005791,16.4
E01005792,13
E01005793,15.2
E01005794,12.3
E01005795,13
E01005796,14
E01005797,19.3
E01005798,24.4
E01005799,22
E01005800,16.5
E01005801,15.1
E01005802,13.9
E01005803,13.9
E01005804,24.2
E01005805,15.5
E01005806,15.6
E01005807,14.5
E01005808,12
E01005809,14.6
E01005810,18.6
E01005811,15.4
E01005812,11
E01005813,15.4
E01005814,14.2
E01005815,11.6
E01005816,15.4
E01005817,16.8
E01005818,16.6
E01005819,14.6
E01005820,19.6
E01005821,19.4
E01005822,23.3
E01005823,20.7
E01005824,18.6
E01005825,17.2
E01005826,28.4
E01005827,17.6
E01005828,29.6
E01005829,22.7
E01005830,17.4
E01005831,15.8
E01005832,18.4
E01005833,24.7
E01005834,19.1
E01005835,14.9
E01005836,20.5
E01005837,15.3
E01005838,16.6
E01005839,13.9
E01005840,17.7
E01005841,17
E01005842,18.7
E01005843,15
E01005844,18.7
E01005845,17.1
E01005846,14.5
E01005847,17.8
E01005848,15.7
E01005849,16.2
E01005850,20.6
E01005851,14.6
E01005852,16
E01005853,18.9
E01005854,12.3
E01005855,11.6
E01005856,13.2
E01005857,16
E01005858,15.1
E01005859,14.4
E01005860,11.7
E01005861,15.7
E01005862,13.6
E01005863,15.2
E01005864,14.8
E01005865,12.4
E01005866,16
E01005867,16.5
E01005868,15.2
E01005869,19.9
E01005870,17.8
E01005871,19.2
E01005872,21.9
E01005873,17.8
E01005874,28
E01005875,13.8
E01005876,16.9
E01005877,19.5
E01005878,21.5
E01005879,19.8
E01005880,15.3
E01005881,14.3
E01005882,13.2
E01005883,15.5
E01005884,14.4
E01005885,19.6
E01005886,19
E01005887,18.8
E01005888,19.3
E01005889,24
E01005890,20
E01005891,19.3
E01005892,20.3
E01005893,17.1
E01005894,15.2
E01005895,18.5
E01005896,17.9
E01005897,24.7
E01005898,19.9
E01005899,25.3
E01005900,22.1
E01005901,22.2
E01005902,24.6
E01005903,14.1
E01005904,16.7
E01005905,23.7
E01005906,23.2
E01005907,18.4
E01005908,9.7
E01005909,16.7
E01005910,21.1
E01005911,23.4
E01005912,14.6
E01005913,17.6
E01005914,18.6
E01005915,21.8
E01005916,19.7
E01005917,20.9
E01005918,35.2
E01005919,22.8
E01005920,14.9
E01005921,22.2
E01005922,18.1
E01005923,14
E01005924,15.1
E01005925,19.3
E01005926,9.5
E01005927,13.7
E01005928,20.6
E01005929,13.7
E01005930,15.3
E01005931,15
E01005932,14.1
E01005933,20.1
E01005934,19.5
E01005935,25.5
E01005936,17.3
E01005937,17.7
E01005938,20
E01005939,15.9
E01005940,19.6
E01005941,22.9
E01005942,16.9
E01005943,20.3
E01005944,13.4
E01005945,20.9
E01005946,18.7
E01005947,19.8
E01005948,24.4
E01005949,19.6
E01005950,14.6
E01005951,17.6
E01005953,20.6
E01005954,28.9
E01005955,14.7
E01005956,23
E01005957,17.3
E01005958,25.5
E01005959,20.1
E01005960,21.7
E01005961,12.7
E01005962,16.7
E01005963,17.1
E01005964,18
E01005965,21.4
E01005966,16.2
E01005967,26.1
E01005968,17.7
E01005969,16.2
E01005970,20.3
E01005971,19.7
E01005972,19.7
E01005973,18.8
E01005974,22.3
E01005975,20.5
E01005976,21.7
E01005977,19.9
E01005978,22.2
E01005979,23.6
E01005980,23.7
E01005981,25.4
E01005982,23.9
E01005983,19.1
E01005984,23.8
E01005985,17.1
E01005986,19.2
E01005987,18.1
E01005988,14.8
E01005989,16.5
E01005990,19
E01005991,16.7
E01005992,25.4
E01005993,19.4
E01005994,20.8
E01005995,15.2
E01005996,16.9
E01005997,21.2
E01005998,18.4
E01005999,19
E01006000,24.9
E01006001,19.1
E01006002,21.2
E01006003,21
E01006004,17.4
E01006005,26
E01006006,19.9
E01006007,19.7
E01006008,20.4
E01006009,18.4
E01006010,27.7
E01006011,26.5
E01006012,18.7
E01006013,18.6
E01006014,17.6
E01006015,13.9
E01006016,27.2
E01006017,14.7
E01006018,18.8
E01006019,32.7
E01006020,24.7
E01006021,17.6
E01006022,20.9
E01006023,28.5
E01006024,13.7
E01006025,23.1
E01006026,21.3
E01006027,21.2
E01006028,28
E01006029,17.6
E01006030,24.8
E01006031,18.5
E01006032,20.6
E01006033,20.2
E01006034,20
E01006035,20.4
E01006036,21.5
E01006037,14.4
E01006038,19.8
E01006039,19.8
E01006040,21.2
E01006041,18.2
E01006042,15.2
E01006043,19.3
E01006044,20.4
E01006045,15.2
E01006046,16.2
E01006047,19.2
E01006048,21.6
E01006049,20.8
E01006050,22.5
E01006051,17.8
E01006052,25.7
E01006053,14.5
E01006054,23.3
E01006055,16.7
E01006056,24.2
E01006057,16.7
E01006058,19
E01006059,16.1
E01006060,23.4
E01006061,18.5
E01006062,15.1
E01006063,17.2
E01006064,28.4
E01006065,20.3
E01006066,23.8
E01006067,12.7
E01006068,26
E01006069,20.3
E01006070,15.6
E01006071,15.7
E01006072,12.6
E01006073,18.4
E01006074,19.5
E01006075,12
E01006076,16.7
E01006077,15.2
E01006078,11
E01006079,9.6
E01006080,14.2
E01006081,12.9
E01006082,13.4
E01006083,11
E01006084,9.5
E01006085,11.6
E01006086,15.4
E01006087,12.3
E01006088,9.1
E01006089,11.2
E01006090,14.9
E01006091,10.9
E01006092,17
E01006093,12.7
E01006094,12.2
E01006095,12.7
E01006096,11
E01006097,14.6
E01006098,13.6
E01006099,13.2
E01006100,13.2
E01006101,12
E01006102,16
E01006103,10
E01006104,21.9
E01006105,24.7
E01006106,28
E01006107,22.9
E01006108,25
E01006109,22.7
