LSOA,Disabled_Percentage
E01033232,14.1
E01033234,12
E01033235,19.7
E01033236,21
E01033237,26.7
E01033239,24.2
E01033241,16.3
E01033242,18.7
E01033243,21.4
E01033244,12.8
E01033245,16.2
E01033246,20
E01033247,17.7
E01033248,24
E01033249,22
E01033250,11
E01033251,14
E01033252,14
E01033253,14.5
E01033254,10.2
E01033255,13.3
E01033256,16.7
E01033257,16.9
E01033259,11.6
E01033260,17.2
E01033261,8.2
E01033262,14
E01033263,11.4
E01033264,11.6
E01033265,15.2
E01033268,21.4
E01033269,14.4
E01033270,13.1
E01033271,16.5
E01033272,16
E01033273,15.9
E01033274,16.5
E01033275,15.6
E01033276,12.2
E01033277,24.7
E01033279,27.5
E01033280,14.9
E01033281,19.7
E01033283,18.8
E01033285,14.4
E01033286,14.6
E01033288,19.4
E01033289,21.8
E01033291,19.8
E01033292,24.7
E01033294,19.8
E01033296,18.6
E01033297,10.9
E01033299,14.5
E01033300,18.2
E01033302,18.9
E01033303,16
E01033305,17.2
E01033306,18.4
E01033308,11.8
E01033310,10.4
E01033311,13.1
E01033313,11.5
E01033314,11.3
E01033316,12.6
E01033317,15.4
E01033319,10.7
E01033320,13.6
E01033322,11.4
E01033324,19.5
E01033325,7.5
E01033327,12.8
E01033328,21.2
E01033329,17.8
E01033330,26
E01033334,9.8
E01033336,12.2
E01033338,12.4
E01033339,17.6
E01033341,15.9
E01033342,13.5
E01033344,15.8
E01033347,13.4
E01033348,17.7
E01033350,14.4
E01033352,14.7
E01033353,18.3
E01033356,17.1
E01033358,12
E01033359,19.9
E01033361,22.9
E01033362,16.3
E01033364,16.9
E01033366,14.1
E01033367,18
E01033369,17
E01033370,17.6
E01033372,14
E01033373,25.5
E01033375,9.3
E01033376,9.1
E01033378,12.8
E01033380,14.2
E01033381,14.7
E01033383,23.7
E01033384,17
E01033386,17.6
E01033387,17.7
E01033388,20.7
E01033389,11.4
E01033390,9.9
E01033391,16.9
E01033392,24
E01033394,20.5
E01033395,9.3
E01033396,19.9
E01033397,18.7
E01033398,16.9
E01033399,15.4
E01033400,12.6
E01033402,11.9
E01033407,13.1
E01033409,19.2
E01033410,14.2
E01033411,22.3
E01033412,18.4
E01033413,19.6
E01033414,18
E01033415,9.8
E01033417,11.5
E01033418,8
E01033420,10.6
E01033421,14.3
E01033422,13.8
E01033423,9.7
E01033425,10
E01033426,12
E01033427,13.5
E01033429,14.5
E01033430,21.4
E01033431,11.6
E01033434,15.7
E01033435,14.5
E01033436,26.2
E01033437,29.9
E01033438,24.2
E01033440,18.5
E01033441,13.6
E01033442,9.7
E01033443,13.3
E01033444,11.4
E01033445,16.2
E01033446,21.1
E01033447,13.8
E01033448,19.2
E01033449,17.2
E01033450,20.5
E01033452,12.4
E01033454,8.8
E01033455,11.7
E01033456,13.9
E01033457,8.2
E01033458,17.3
E01033459,17
E01033460,11.5
E01033461,11.6
E01033462,16.2
E01033463,10.6
E01033465,13.1
E01033466,24.5
E01033467,18.8
E01033469,21.9
E01033470,27
E01033471,22.9
E01033472,18.3
E01033473,24.3
E01033474,11.3
E01033475,9
E01033476,9.8
E01033479,10
E01033480,12.3
E01033481,13.2
E01033482,13.2
E01033485,13.9
E01033486,19
E01033487,8.5
E01033488,13.6
E01033489,9.3
E01033490,13.9
E01033491,14.7
E01033493,7.5
E01033494,12.7
E01033495,10.4
E01033496,13.8
E01033497,16.2
E01033498,15.9
E01033499,12.9
E01033500,9
E01033501,9.7
E01033503,9.2
E01033506,8.8
E01033508,8.6
E01033511,9.8
E01033514,8.7
E01033515,11.2
E01033517,7.8
E01033519,9.2
E01033520,8.9
E01033522,15
E01033523,10.1
E01033526,28
E01033527,27.8
E01033528,17.4
E01033530,17.3
E01033532,11
E01033533,12.5
E01033534,12.2
E01033535,16.4
E01033536,16.7
E01033537,18.6
E01033539,17
E01033540,19.2
E01033541,18.1
E01033543,11.4
E01033545,12.6
E01033547,24
E01033548,18.5
E01033550,9.4
E01033551,14.6
E01033553,15.8
E01033556,14.6
E01033557,9.5
E01033559,10
E01033561,12.9
E01033562,16.9
E01033564,9.6
E01033565,8.3
E01033567,8.4
E01033569,9.1
E01033570,9.6
E01033571,15.6
E01033579,7.3
E01033580,5
E01033581,12.1
E01033582,6.6
E01033584,15.9
E01033586,11.8
E01033587,8.1
E01033589,7.1
E01033590,11
E01033591,11.1
E01033592,13
E01033593,10.6
E01033594,13
E01033597,17.5
E01033598,23
E01033599,15.5
E01033601,20.6
E01033602,21.2
E01033603,17.8
E01033604,17.9
E01033605,22.3
E01033609,14.4
E01033610,6.6
E01033611,8
E01033612,8.1
E01033613,8.7
E01033614,8.1
E01033615,7.2
E01033616,17.6
E01033617,10.3
E01033618,8.9
E01033620,9.3
E01033622,8.9
E01033623,16
E01033624,10.5
E01033625,7.4
E01033626,12.5
E01033627,15.5
E01033629,23.7
E01033630,18.4
E01033638,14.1
E01033640,12
E01033642,13.7
E01033643,14
E01033646,26.3
E01033648,20.1
E01033649,13.2
E01033650,15.4
E01033651,11.4
E01033653,13.8
E01033654,9.8
E01033655,8.1
E01033656,11.9
E01033658,10.8
E01033660,8.3
E01033661,14.8
E01033662,10.9
E01033664,9.4
E01033665,13.1
E01033667,15.6
E01033668,17.4
E01033669,22.4
E01033670,7.6
E01033671,13.5
E01033672,16.9
E01033673,7.4
E01033674,20.8
E01033675,14.2
E01033676,22.3
E01033677,8.3
E01033678,16.3
E01033679,23.4
E01033680,19.3
E01033681,9.5
E01033682,12
E01033684,10
E01033685,14.6
E01033686,18.2
E01033687,32.1
E01033688,24
E01033689,23.9
E01033690,11.1
E01033691,15.4
E01033692,16.9
E01033693,14.9
E01033694,18.6
E01033695,15.5
E01033696,16.5
E01033697,15.2
E01033699,9.7
E01033700,11.8
E01033702,13.5
E01033703,16.1
E01033704,9.7
E01033705,16.2
E01033706,8.5
E01033708,8.4
E01033709,11.3
E01033710,11.7
E01033711,7.4
E01033712,13
E01033713,12.5
E01033714,13.9
E01033715,24.1
E01033716,27.2
E01033717,16.2
E01033718,21.2
E01033719,13.3
E01033720,12.2
E01033721,11.8
E01033722,18.9
E01033727,13
E01033728,9
E01033729,18
E01033732,12.7
E01033734,11.5
E01033735,10.7
E01033736,7.7
E01033737,14.3
E01033738,9.4
E01033739,10.4
E01033740,9.1
E01033741,18
E01033742,9.3
E01033743,12.2
E01033744,13
E01033745,12.7
E01033746,15
E01033747,24.9
E01033748,11
E01033750,14.6
E01033751,18
E01033756,12.8
E01033757,16.2
E01033758,14.8
E01033760,11.2
E01033761,12.7
E01033762,13.1
E01033763,22.9
E01033765,26.4
E01033767,24.1
E01033768,26.1
E01033769,23.3
E01033770,22.4
E01033771,22.8
E01033772,11.5
E01033773,11.3
E01033774,19
E01033775,11.6
E01033776,14.1
E01033777,10.8
E01033778,13.2
E01033779,13.3
E01033780,13.6
E01033781,26.9
E01033782,23.5
E01033783,14.2
E01033784,13.2
E01033785,9.4
E01033786,7.8
E01033787,8.6
E01033788,13.2
E01033789,8.4
E01033790,17.3
E01033791,17.2
E01033792,15.8
E01033793,13.3
E01033794,24.1
E01033795,13
E01033796,18.7
E01033797,35.2
E01033798,27.3
E01033799,14.4
E01033800,28.2
E01033801,15.4
E01033802,11.5
E01033803,12.8
E01033804,9.8
E01033805,7.3
E01033806,15.2
E01033807,13.3
E01033808,9.3
E01033809,10.6
E01033810,15.1
E01033811,14.7
E01033812,9.7
E01033813,21.8
E01033814,9.4
E01033815,10.2
E01033816,9.2
E01033817,16
E01033818,11.5
E01033819,12.4
E01033820,15
E01033821,10.7
E01033822,9.8
E01033823,11
E01033824,10.5
E01033825,13
E01033826,8.1
E01033827,16.5
E01033828,8.6
E01033829,14.2
E01033830,15.6
E01033831,12.1
E01033832,13.2
E01033833,11.7
E01033834,13.7
E01033835,15.5
E01033836,14.1
E01033837,13.4
E01033838,11.2
E01033839,9.8
E01033840,11.4
E01033841,11.4
E01033842,10
E01033843,15.3
E01033844,8.7
E01033845,10
E01033846,18.2
E01033847,13.6
E01033848,12.1
E01033849,10
E01033850,14.5
E01033851,11.4
E01033852,14.7
E01033853,13.8
E01033854,10.2
E01033855,18.4
E01033856,12.9
E01033857,15.8
E01033858,9.8
E01033859,5.6
E01033860,13.4
E01033861,12.4
E01033862,9.2
E01033863,18.4
E01033864,18.4
E01033865,12.4
E01033866,5.9
E01033867,16
E01033868,8.7
E01033869,14.6
E01033870,9.3
E01033871,15.9
E01033872,12.7
E01033873,12
E01033874,8.2
E01033875,13.8
E01033876,9.7
E01033877,14.1
E01033878,14.1
E01033879,12.3
E01033880,8.7
E01033881,15
E01033882,17.6
E01033883,14.6
E01033884,8.7
E01033885,14.5
E01033886,18.4
E01033887,17.9
E01033888,16.2
E01033889,13.9
E01033890,12.8
E01033891,10.7
E01033892,11.5
E01033893,9.4
E01033894,15.9
E01033895,15.5
E01033896,17.5
E01033897,14.2
E01033898,13.2
E01033899,15.4
E01033900,12.1
E01033901,14
E01033902,15.8
E01033903,13.8
E01033904,14.7
E01033905,14.3
E01033906,11.2
E01033907,14.8
E01033908,12.2
E01033909,14
E01033910,13.6
E01033911,10.4
E01033912,8.2
E01033913,17.2
E01033914,11.2
E01033915,15.1
E01033916,10.8
E01033917,9.2
E01033918,11.2
E01033919,7.9
E01033920,10.6
E01033921,7.2
E01033922,6.3
E01033923,11.6
E01033924,15.8
E01033925,10.8
E01033926,12.2
E01033927,10.8
E01033928,10
E01033929,9
E01033930,13.1
E01033931,17.9
E01033932,15.8
E01033933,13.1
E01033934,12.3
E01033935,9.1
E01033936,7.8
E01033937,16
E01033938,24
E01033939,8.5
E01033940,9.3
E01033941,10.9
E01033942,7.8
E01033943,10.4
E01033944,14.8
E01033945,13.2
E01033946,7.6
E01033947,23.2
E01033948,30.6
E01033949,27.5
E01033950,25.9
E01033951,10.8
E01033952,16.9
E01033953,9.4
E01033954,11.1
E01033955,10.5
E01033956,11.8
E01033957,7.8
E01033958,9.9
E01033959,14.1
E01033960,6.4
E01033961,6.5
E01033962,13
E01033963,7.4
E01033964,10.1
E01033965,10.2
E01033966,9.6
E01033967,12.3
E01033968,7.9
E01033969,11.7
E01033970,12.3
E01033971,9.2
E01033972,10.3
E01033973,14.8
E01033974,11
E01033975,14.8
E01033976,10.1
E01033977,22.5
E01033978,11.4
E01033979,27.4
E01033980,15.3
E01033981,18.6
E01033982,21
E01033983,18.1
E01033984,18.6
E01033985,20.3
E01033986,12.4
E01033987,8.4
E01033988,9.3
E01033989,13.8
E01033990,10.2
E01033991,18.7
E01033992,9.1
E01033993,12.3
E01033994,7.5
E01033995,10
E01033996,10
E01033997,11.8
E01033998,11.8
E01033999,8.5
E01034000,13.9
E01034001,17.7
E01034002,21
E01034003,10.9
E01034004,8.9
E01034005,12.5
E01034006,13.4
E01034007,14.1
E01034008,8.7
E01034009,15.4
E01034010,13.6
E01034011,11.6
E01034012,11.9
E01034013,15
E01034014,14
E01034015,7.8
E01034016,12.3
E01034017,10
E01034018,23.2
E01034019,13.7
E01034020,19.3
E01034021,14.2
E01034022,13.1
E01034023,14.6
E01034024,15.9
E01034025,17.1
E01034026,9.9
E01034027,11.7
E01034028,12.8
E01034029,10.6
E01034030,11.8
E01034031,6.6
E01034032,18.1
E01034033,9.4
E01034034,8.1
E01034035,11.5
E01034036,10
E01034037,11.1
E01034038,12
E01034039,11.4
E01034040,9
E01034041,9.9
E01034042,15.4
E01034043,12.8
E01034044,10.4
E01034045,9.4
E01034046,18.9
E01034047,23.4
E01034048,22.9
E01034049,12.6
E01034050,11.7
E01034051,14.8
E01034052,18.4
E01034053,25.5
E01034054,9.9
E01034055,25
E01034056,20.3
E01034057,19.3
E01034058,26.5
E01034059,8.4
E01034060,18.5
E01034061,19.8
E01034062,17.7
E01034063,19.4
E01034064,20.9
E01034065,19.7
E01034066,16.1
E01034067,21.3
E01034068,17.6
E01034069,27
E01034070,14.1
E01034071,13.8
E01034072,17.3
E01034073,20.1
E01034074,14.6
E01034075,20.1
E01034076,21.5
E01034077,16.9
E01034078,18
E01034079,17.1
E01034080,21.5
E01034081,15
E01034082,10.5
E01034083,7.4
E01034084,10
E01034085,13.7
E01034086,11.9
E01034087,18.4
E01034088,15.3
E01034089,9.7
E01034090,15.2
E01034091,11.6
E01034092,12.5
E01034093,12
E01034094,19
E01034095,15.5
E01034096,19
E01034097,16.7
E01034098,13.2
E01034099,14.9
E01034100,24.5
E01034101,14.4
E01034102,10.6
E01034103,18
E01034104,15.9
E01034105,7.9
E01034106,13.2
E01034107,15
E01034108,16.7
E01034109,11.7
E01034110,13
E01034111,21.2
E01034112,16.2
E01034113,16
E01034114,18.1
E01034115,13.7
E01034116,13.2
E01034117,12.7
E01034118,20.4
E01034119,16.4
E01034120,17.7
E01034121,12.9
E01034122,12.4
E01034123,17.8
E01034124,14
E01034125,12.7
E01034126,11.8
E01034127,15.8
E01034128,14.6
E01034129,11
E01034130,8.7
E01034131,8.4
E01034132,7.9
E01034133,20.8
E01034134,8.8
E01034135,11.1
E01034136,10
E01034137,13.7
E01034138,12.2
E01034139,13.9
E01034140,11
E01034141,8.5
E01034142,13.5
E01034143,6.7
E01034144,12.4
E01034145,15.2
E01034146,10.5
E01034147,7.6
E01034148,7.3
E01034149,13.6
E01034150,10.5
E01034151,11.5
E01034152,12.5
E01034153,11.8
E01034154,8.2
E01034155,14.2
E01034156,12.6
E01034157,13.1
E01034158,23.5
E01034159,26.6
E01034160,23.8
E01034161,24.2
E01034162,28
E01034165,23.6
E01034166,20.6
E01034167,19.4
E01034168,12
E01034169,16.7
E01034170,22.8
E01034171,23.9
E01034172,15.7
E01034173,17.5
E01034174,13.3
E01034175,6.7
E01034176,17.9
E01034177,11.5
E01034178,9.9
E01034179,13.7
E01034180,13.8
E01034181,7.8
E01034182,11.1
E01034183,11.3
E01034184,10.2
E01034185,12.8
E01034186,8.1
E01034187,14.4
E01034188,8.6
E01034189,7.3
E01034190,16.8
E01034191,9.7
E01034192,15.8
E01034193,10.3
E01034194,7.8
E01034195,10.9
E01034196,10
E01034198,11.1
E01034199,13.5
E01034200,7.9
E01034201,11.2
E01034202,8.5
E01034203,9
E01034204,10.8
E01034205,10
E01034206,10.9
E01034207,4.9
E01034208,17.5
E01034209,7.6
E01034210,9.7
E01034211,4.4
E01034212,9.5
E01034213,9.3
E01034214,7.9
E01034215,9
E01034216,8.6
E01034217,9.7
E01034218,10.9
E01034219,8.5
E01034220,7.1
E01034221,10.7
E01034222,8.8
E01034223,9.3
E01034224,13.9
E01034225,12.9
E01034226,5.9
E01034227,8.7
E01034228,6.1
E01034229,9.7
E01034230,4.1
E01034231,5.6
E01034232,16.5
E01034233,15.4
E01034234,13.8
E01034235,15.9
E01034236,13.7
E01034237,16.3
E01034238,13.5
E01034239,15.2
E01034240,11.6
E01034241,11.8
E01034242,7.7
E01034243,11.3
E01034244,14.9
E01034245,10.8
E01034246,24.4
E01034247,12.3
E01034248,9.2
E01034249,12.5
E01034250,19.6
E01034251,21.2
E01034252,15.1
E01034253,20.4
E01034254,14
E01034255,7.1
E01034256,20.3
E01034257,22.1
E01034258,19.5
E01034259,23
E01034260,13.7
E01034261,20.2
E01034262,18.5
E01034263,15.2
E01034264,17.8
E01034265,27
E01034266,9.5
E01034267,12.8
E01034268,20.4
E01034269,14.9
E01034270,11.7
E01034271,16.2
E01034272,17.1
E01034273,11
E01034274,12.2
E01034275,25.8
E01034276,19.1
E01034277,15.5
E01034278,15.5
E01034279,22.4
E01034280,18.8
E01034281,23.9
E01034282,19.3
E01034283,19.1
E01034284,19.7
E01034285,19.1
E01034286,10.6
E01034287,15
E01034288,18.5
E01034289,18.7
E01034290,12.2
E01034291,9.3
E01034292,10.8
E01034293,14.2
E01034294,9.8
E01034295,12.4
E01034296,15
E01034297,15.9
E01034298,18.8
E01034299,18.3
E01034300,17.6
E01034301,13.3
E01034302,14.7
E01034303,13.6
E01034304,23.3
E01034305,14.8
E01034306,19.3
E01034307,19.4
E01034308,21.4
E01034309,21.2
E01034310,18.9
E01034311,9.2
E01034312,15.7
E01034313,12.6
E01034314,12.9
E01034315,9.2
E01034316,10.9
E01034317,14.4
E01034318,15
E01034319,16.9
E01034320,10.6
E01034321,12.5
E01034322,14.8
E01034323,15.4
E01034324,15.2
E01034325,15.7
E01034326,16.2
E01034327,16.1
E01034328,12.6
E01034329,14
E01034330,12.3
E01034331,26
E01034332,19.8
E01034333,19.3
E01034334,26
E01034335,14.2
E01034336,18
E01034337,15.1
E01034338,17.2
E01034339,21
E01034340,17.1
E01034341,12.2
E01034342,9.1
E01034343,24
E01034344,16.1
E01034345,24.9
E01034346,16.5
E01034347,8.8
E01034348,19.9
E01034349,17.6
E01034350,11.4
E01034351,17.7
E01034352,13.2
E01034353,14.1
E01034354,8.2
E01034355,19.8
E01034356,5.4
E01034357,17.9
E01034358,12.4
E01034359,17.6
E01034360,14
E01034361,10.7
E01034362,10.3
E01034363,15
E01034364,7.8
E01034365,10.8
E01034366,18.6
E01034367,14.9
E01034368,8
E01034369,14.6
E01034370,6.8
E01034371,12.4
E01034372,18
E01034373,16.8
E01034374,13.9
E01034375,16.4
E01034376,20.7
E01034377,25.1
E01034378,8.3
E01034379,15.2
E01034380,21.6
E01034381,23.9
E01034382,20.6
E01034383,11.7
E01034384,11.9
E01034385,13.8
E01034386,8.6
E01034387,9.2
E01034388,8.4
E01034389,13.1
E01034390,14.3
E01034391,13.1
E01034392,12.6
E01034393,5.9
E01034394,6.4
E01034395,12.4
E01034396,20.5
E01034397,12.5
E01034398,19.6
E01034399,28.6
E01034400,31.8
E01034401,17.8
E01034402,20.5
E01034403,21.2
E01034404,12.2
E01034405,13
E01034406,10.8
E01034407,9.6
E01034408,19
E01034409,10.1
E01034410,12.6
E01034411,9.9
E01034412,14.1
E01034413,11.9
E01034414,11.8
E01034415,11.5
E01034416,10.5
E01034417,8.4
E01034418,18.9
E01034419,17.8
E01034420,11.9
E01034421,9.1
E01034422,11.2
E01034423,15.3
E01034424,9
E01034425,13.5
E01034426,10.1
E01034427,9
E01034428,10.1
E01034429,17
E01034430,20.1
E01034431,16.1
E01034432,20
E01034433,8.9
E01034434,11
E01034435,12.5
E01034436,16
E01034437,22.9
E01034438,17.3
E01034439,17.5
E01034440,10.5
E01034441,9.9
E01034442,13.3
E01034443,14.5
E01034444,15
E01034445,13.4
E01034446,9.6
E01034447,15.5
E01034448,8.2
E01034449,15.7
E01034450,12.3
E01034451,7.6
E01034452,12.3
E01034453,9
E01034454,18.5
E01034455,9.4
E01034456,10.5
E01034457,8.4
E01034458,4.3
E01034459,8.4
E01034460,6.6
E01034461,8.3
E01034462,18.4
E01034463,6.2
E01034464,6.7
E01034465,8.6
E01034466,5.1
E01034467,12
E01034468,28.1
E01034469,8.6
E01034470,11.6
E01034471,10.6
E01034472,7.6
E01034473,9.3
E01034474,7.5
E01034475,13.4
E01034476,9.8
E01034477,5.5
E01034478,5.3
E01034479,11.1
E01034480,10.8
E01034481,11.2
E01034482,5.1
E01034483,8.6
E01034484,12.4
E01034485,11.5
E01034486,9.7
E01034487,13.8
E01034488,15.9
E01034489,18.7
E01034490,9.2
E01034491,21.4
E01034492,20.3
E01034493,13.4
E01034494,18.7
E01034495,26.1
E01034496,11.9
E01034497,16.1
E01034498,10.9
E01034499,14.3
E01034500,28.2
E01034501,25.8
E01034502,8.7
E01034503,20.3
E01034504,20.8
E01034505,22
E01034506,26.3
E01034507,17.9
E01034508,15.6
E01034509,19.6
E01034510,28.9
E01034511,19.9
E01034512,23.8
E01034513,17.4
E01034514,31.1
E01034515,17.1
E01034516,8.3
E01034517,26.5
E01034518,19.1
E01034519,10.9
E01034520,16.1
E01034521,9.5
E01034522,13.6
E01034523,20.1
E01034524,23.8
E01034525,14.8
E01034526,18.6
E01034527,13.9
E01034528,13.9
E01034529,13.4
E01034530,12.3
E01034531,18.5
E01034532,15.3
E01034533,19.8
E01034534,22.2
E01034535,13.8
E01034536,14.9
E01034537,11.7
E01034538,16.9
E01034539,16.1
E01034540,16.2
E01034541,14.5
E01034542,5.1
E01034543,6.9
E01034544,17.3
E01034545,14.8
E01034546,10.3
E01034547,15.1
E01034548,13.7
E01034549,16.4
E01034550,16
E01034551,16.8
E01034552,16.3
E01034553,10.5
E01034554,10.6
E01034555,7.5
E01034556,13.4
E01034557,8.7
E01034558,6.3
E01034559,14.6
E01034560,18.9
E01034561,15.1
E01034562,1.8
E01034563,4.6
E01034564,12.9
E01034565,17.7
E01034566,8.5
E01034567,10.2
E01034568,11.8
E01034569,21
E01034570,17.3
E01034571,16.9
E01034572,20.6
E01034573,14.3
E01034574,24.4
E01034575,17.1
E01034576,8.5
E01034577,10.3
E01034578,11.8
E01034579,10.3
E01034580,12.4
E01034581,11.2
E01034582,23.6
E01034583,23.7
E01034584,15.3
E01034585,14.8
E01034586,16
E01034587,8.8
E01034588,19.8
E01034589,13.4
E01034590,8.6
E01034591,11.9
E01034592,15.6
E01034593,12.1
E01034594,8
E01034595,8.2
E01034596,5.8
E01034597,15.3
E01034598,6.7
E01034599,10.9
E01034600,10.3
E01034601,13.8
E01034602,13.1
E01034603,6.1
E01034604,14.9
E01034605,11.3
E01034606,13.3
E01034607,13.5
E01034608,10.2
E01034609,10.3
E01034610,15.1
E01034611,10.6
E01034612,13.2
E01034613,7.6
E01034614,12.2
E01034615,12.3
E01034616,7.3
E01034617,8.5
E01034618,23.1
E01034619,18.8
E01034620,15.5
E01034621,12.5
E01034622,10.7
E01034623,19.8
E01034624,10.8
E01034625,11.5
E01034626,15
E01034627,14.8
E01034628,14.8
E01034629,14.7
E01034630,17.5
E01034631,28.3
E01034632,18.7
E01034633,11.8
E01034634,18.1
E01034635,21.2
E01034636,16.7
E01034637,13
E01034638,16.3
E01034639,17.4
E01034640,28.7
E01034641,21
E01034642,19.3
E01034643,18.4
E01034644,25.3
E01034645,21.7
E01034646,21.1
E01034647,14.3
E01034648,23.2
E01034649,34.5
E01034650,8.6
E01034651,16
E01034652,12.5
E01034653,11.2
E01034654,10.1
E01034655,12.9
E01034656,22
E01034657,14.8
E01034658,17.8
E01034659,19.1
E01034660,22.7
E01034661,14.3
E01034662,15.5
E01034663,12.3
E01034664,14.4
E01034665,14.8
E01034666,10.8
E01034667,15.9
E01034668,12.5
E01034669,20.6
E01034670,18.7
E01034671,13
E01034672,21.6
E01034673,10.3
E01034674,8.4
E01034675,16.2
E01034676,14.2
E01034677,14.6
E01034678,12.2
E01034679,14.2
E01034680,15.7
E01034681,13.5
E01034682,9.5
E01034683,20.9
E01034684,9.7
E01034685,32.9
E01034686,18.9
E01034687,20.7
E01034688,16.6
E01034689,15.8
E01034690,18.4
E01034691,16.2
E01034692,17.3
E01034693,10.3
E01034694,10.5
E01034695,11.6
E01034696,14.8
E01034697,13.1
E01034698,9.2
E01034699,11.7
E01034700,16.9
E01034701,9.4
E01034702,18.6
E01034703,17.4
E01034704,9.7
E01034705,7.8
E01034706,16.7
E01034707,14.6
E01034708,11
E01034709,14.8
E01034710,12.6
E01034711,9.4
E01034712,9.4
E01034713,14.6
E01034714,18.3
E01034715,16.1
E01034716,10.8
E01034717,10.9
E01034718,13.1
E01034719,13.2
E01034720,17.4
E01034721,14.4
E01034722,14
E01034723,17.5
E01034724,8.7
E01034725,11.3
E01034726,11.9
E01034727,9
E01034728,8.9
E01034729,11.6
E01034730,14.8
E01034731,13.8
E01034732,15
E01034733,17.5
E01034734,12
E01034735,8.6
E01034736,13.8
E01034737,15.8
E01034738,14.4
E01034739,11.2
E01034740,23.6
E01034741,11.1
E01034742,12.7
E01034743,12
E01034744,10.6
E01034745,11.3
E01034746,16.5
E01034747,18.9
E01034748,22.1
E01034749,14.8
E01034750,7.2
E01034751,15.5
E01034752,27.4
E01034753,24.1
E01034754,16.6
E01034755,10.9
E01034756,15.5
E01034757,14.3
E01034758,8.3
E01034759,14.7
E01034760,16.1
E01034761,16.1
E01034762,21.3
E01034763,17.5
E01034764,14.1
E01034765,11.5
E01034766,18.6
E01034767,26.7
E01034768,26.4
E01034769,22
E01034770,28.8
E01034771,17.7
E01034772,29.7
E01034773,26.1
E01034774,27.3
E01034775,22.6
E01034776,21.3
E01034777,16.8
E01034778,17.6
E01034779,9.3
E01034780,11.9
E01034781,13
E01034782,17.1
E01034783,16.6
E01034784,17.8
E01034785,14.7
E01034786,9.6
E01034787,16.2
E01034788,14.2
E01034789,10
E01034790,11
E01034791,21
E01034792,18.3
E01034793,20
E01034794,15.3
E01034795,12.3
E01034796,13.4
E01034797,15.5
E01034798,11.1
E01034799,11.9
E01034800,13.6
E01034801,16.4
E01034802,11.1
E01034803,15.4
E01034804,21.4
E01034805,18
E01034806,15.6
E01034807,17
E01034808,12.4
E01034809,11.2
E01034810,14.6
E01034811,13.1
E01034812,9.6
E01034813,18.1
E01034814,18
E01034815,22.1
E01034816,12.8
E01034817,13.7
E01034818,17.7
E01034819,16.4
E01034820,13
E01034821,16.3
E01034822,11.5
E01034823,15.4
E01034824,14.4
E01034825,16.8
E01034826,18.2
E01034827,12
E01034828,16.2
E01034829,12.7
E01034830,20.6
E01034831,19.2
E01034832,23.6
E01034833,17.2
E01034834,32.6
E01034835,19.1
E01034836,26.3
E01034837,23.4
E01034838,34.3
E01034839,33.8
E01034840,19.8
E01034841,9.9
E01034842,14.8
E01034843,16.3
E01034844,13
E01034845,27.5
E01034846,27.3
E01034847,13.1
E01034848,25.2
E01034849,22
E01034850,23.5
E01034851,23.3
E01034852,21.2
E01034853,16.7
E01034854,10.9
E01034855,16.3
E01034856,18.4
E01034857,16.5
E01034858,21.3
E01034859,15.6
E01034860,13.8
E01034862,14.3
E01034863,17.8
E01034864,31.7
E01034865,24.8
E01034866,26.4
E01034867,18.3
E01034868,18.3
E01034869,25.2
E01034913,18.6
E01034914,19.7
E01034915,15.6
E01034916,16.9
E01034917,15.3
E01034918,15.2
E01034919,13
E01034920,15.1
E01034921,12.8
E01034922,13.2
E01034923,17.1
E01034924,14.6
E01034925,13.7
E01034926,17.8
E01034927,15.1
E01034928,12.4
E01034929,8.8
E01034930,13
E01034931,10.8
E01034932,14.5
E01034933,16.9
E01034934,12.7
E01034935,12.8
E01034936,13.4
E01034937,11.3
E01034938,16.9
E01034939,21.3
E01034940,13.7
E01034941,18.2
E01034942,15.4
E01034943,27
E01034944,24.7
E01034945,22.2
E01034946,19.4
E01034947,12.7
E01034948,10
E01034949,11.2
E01034950,6.9
E01034951,10.9
E01034952,14.7
E01034953,13
E01034954,13.7
E01034955,13.1
E01034956,16.1
E01034957,21.5
E01034958,13.1
E01034959,15.8
E01034960,20.2
E01034961,21.7
E01034962,19.7
E01034963,12.1
E01034964,7.1
E01034965,10.9
E01034966,18
E01034967,14.3
E01034968,11.3
E01034969,16
E01034970,21.8
E01034971,20.5
E01034972,28.5
E01034973,20.5
E01034974,19.2
E01034975,8.7
E01034976,11.3
E01034977,14.7
E01034978,12.4
E01034979,13.9
E01034980,23.2
E01034981,18.2
E01034982,18.8
E01034983,9
E01034984,21.2
E01034985,16.1
E01034986,11.9
E01034987,10.1
E01034988,14.4
E01034989,14.3
E01034990,11.4
E01034991,14.5
E01034992,21.4
E01034993,22.1
E01034994,14.4
E01034995,17
E01034996,23.8
E01034997,14.8
E01034998,16.1
E01034999,10.6
E01035000,11.3
E01035001,12.3
E01035002,16.9
E01035003,9.1
E01035004,16.4
E01035005,15.3
E01035006,16.1
E01035007,11.8
E01035008,14.3
E01035009,14.6
E01035010,8.4
E01035011,11.7
E01035012,13.3
E01035013,13
E01035014,10.7
E01035015,18.5
E01035016,22.4
E01035017,14.4
E01035018,12.6
E01035019,13.3
E01035020,8.4
E01035021,13.8
E01035022,15.4
E01035023,15.1
E01035024,11.9
